income,age,hh_size,employed,assets,loan_amount,credit_score,subsidy,urban,region,default
34698.00746899628,28,3,1,39831.79360960152,23503.240316746775,467.635659421692,0,1,west,0
54096.08748706206,41,1,1,120565.9331052683,20980.26709615867,609.8303677731157,0,1,west,0
37318.87774411395,37,2,1,28551.309608753305,16293.459637789456,559.7447569063534,0,1,east,0
68039.54382219854,64,1,1,97894.57112721688,22504.028051119283,542.9675966721251,0,0,south,0
27978.64599527004,63,1,1,37279.52140850116,8438.007123074945,608.5418459923443,0,0,west,0
93415.03462895362,23,5,1,107160.54599874547,28454.15348472381,664.2638696100173,1,0,east,0
63752.28323984097,67,3,1,82638.45352740712,21535.64358088714,636.1563482853328,0,1,north,0
25375.62736101843,52,3,1,41826.101402104316,15495.947967263002,625.3432925893528,0,0,north,0
60793.77878007962,46,3,0,65271.56546847703,48721.46446863935,339.4219676198459,0,0,west,0
52391.711715849146,33,4,1,54687.525116466546,20189.656783564766,619.3074244509556,0,0,north,0
64199.90459708477,55,2,1,60774.42308981457,46197.76923604509,314.44225121770023,1,1,east,0
49259.233796799606,38,2,1,69794.27516450996,30229.519762427695,587.7388346998624,0,0,east,1
64220.77359307631,30,1,1,106503.29829894147,35151.11185476712,454.8119528522724,0,0,west,0
77804.93289743022,52,5,1,168210.55746184473,44991.20840220359,454.87641510497053,0,1,east,0
75251.37683499334,61,5,1,177811.92548947936,18475.527934582624,663.5540852166454,0,0,west,0
41120.847145818465,51,4,1,23591.618678943545,40909.40491228747,300.0,0,1,west,0
100041.69467889913,44,3,1,241522.22811856432,27612.529448094392,654.3790612648936,0,1,north,0
77787.29433357944,59,1,1,132511.80572970767,49915.78731517021,447.72857401782454,0,0,south,0
57738.88187617701,57,2,1,61518.213105123454,49875.78944656931,300.0,0,0,west,0
95108.87883338139,62,5,1,232528.5366966253,5269.679644694432,842.4172754668193,0,1,north,0
65060.89245479616,42,3,1,114067.77699540419,18193.00732333386,689.7010056890607,0,1,north,0
82214.23414892952,35,5,1,122092.11793618406,34939.231855496444,561.0319806903152,0,1,west,0
86404.76555827158,52,4,0,46793.1389429921,38016.12745361915,449.0426343760809,0,1,east,1
62652.88309664842,27,1,1,151373.75003937157,23576.22618123028,655.914291181351,0,0,east,0
66278.02593263985,26,5,1,101377.97276233738,29133.793550785223,562.1446209281156,1,0,south,1
118842.12789148439,27,2,1,287748.63925898203,41443.749637205714,628.8772703742592,0,0,east,0
31535.53155292772,66,4,1,47665.34685610963,34561.222426403954,450.973744170431,0,0,west,1
60622.5283693514,50,5,1,104922.38649041064,6231.894046531479,805.5184345832008,0,1,south,0
56641.20865485815,27,4,1,60705.720590960154,13106.985408397835,590.0889334303442,1,1,east,0
61076.20452070105,68,2,1,80933.19806286939,32066.616879119414,508.59304781253957,0,0,west,1
73236.3862946279,48,5,1,92831.95871249077,5004.985932046056,775.5593838893423,0,1,east,0
48690.90523700652,36,5,1,120750.86908614889,15041.480506634325,685.9934580924244,0,1,south,0
93837.86355742392,32,5,0,133015.59073776094,18435.55876570468,704.6084600288134,0,0,north,0
70013.64641500305,33,5,1,131051.7344257039,11252.38846978628,744.3159389294743,0,0,south,0
51473.98883182038,44,4,1,86832.20040156056,21597.987616007264,636.0576340913797,1,0,east,0
53168.000222480856,48,1,0,37092.285009054154,31829.559631712775,451.0859137746856,0,1,north,0
109851.29294857447,58,3,1,269026.5188160902,16173.927553054878,760.8705256319543,0,0,south,0
22042.357964044626,52,5,1,18889.47949646813,37600.23954211841,370.87777068322396,1,1,west,1
69446.9771118,21,1,1,131936.79410552265,27359.34522177421,615.4428908650491,0,1,west,0
61147.46248386568,58,5,1,107593.22801020146,37712.21095429713,447.83987629935467,0,1,north,0
36269.29106481024,52,3,0,83770.74046237937,43405.05537172819,340.3248899997052,0,1,west,0
107816.99200106633,29,2,1,244536.3571813544,20716.624217231503,822.8292037331677,1,1,north,0
69043.49418856642,33,2,1,50846.66591935124,30062.646397004257,402.46053920411117,0,0,west,0
32458.214397751937,34,4,1,44815.72871111869,29705.396591793684,391.29904800442387,0,1,south,0
73010.44973361105,56,5,0,46804.40000136893,8108.686804977353,756.8269078955543,1,1,south,0
55381.06025582045,40,3,1,48015.000263231144,13437.766076715496,687.8497147388623,0,1,south,0
64025.613747587704,25,5,1,123221.63008582285,31617.525311072844,462.0687700473599,0,1,east,0
94600.88532303488,22,1,1,97459.97716841818,49323.00952134141,446.10949676207764,0,0,north,0
80601.32776161695,53,2,1,162396.47011108868,46425.83075465209,471.3697924146836,0,0,south,0
55329.49644189146,51,2,1,131231.92665652835,22015.61471726761,624.8674641249944,0,0,east,0
37675.555501786745,50,3,1,87315.36065867482,7902.4594785246645,658.1501313110615,0,1,east,0
59962.925973081445,64,5,0,34680.45924943621,19213.315945791615,481.1660628263003,1,1,south,1
101229.1141659152,66,2,1,165316.94091156992,33489.395065327175,633.9660803349029,0,1,north,0
52197.76141523164,69,3,0,38408.77953392722,37804.205451415524,450.09589416353896,0,0,south,0
54519.93385858796,51,5,1,127226.69585951249,16475.943931411253,661.9707657672425,0,1,north,0
69138.12547499115,54,2,1,90495.19376505402,7402.162633834983,731.3993944592941,0,1,south,0
49279.111636688554,25,4,1,43842.20973122549,29010.7042141485,469.47054311654614,1,0,south,0
65652.44813319088,23,1,1,39576.927837011484,32222.97228751776,553.1054557711494,0,0,west,0
55480.6146538717,37,2,1,134129.8801576922,18871.339210488597,515.9171698896697,1,1,north,1
54165.78610752621,53,2,1,108649.29983287831,11555.493257683886,704.0675975462582,0,1,east,0
68498.15382388458,69,1,1,164157.12532821234,39164.614810796935,513.3517336368928,1,0,west,0
51092.198373441526,32,5,1,36485.208339572455,24445.932098216916,526.2618200660881,0,0,north,1
77420.65722731338,32,4,0,90130.62973387426,49550.88099822876,390.1498260218952,1,1,north,0
101938.33696841335,58,2,1,117276.331580156,38161.98639862551,536.6337611462351,0,1,north,1
96942.18351495283,65,5,1,173314.23301544206,28406.909230361216,539.3064768798997,0,0,east,0
63058.240630007116,54,3,1,80118.68697146341,21036.237622821172,629.0255184279831,0,1,south,0
97411.44762864716,52,4,1,55191.03055400905,41104.671587092256,452.1381463556663,0,0,south,0
82665.84064682329,43,5,0,121175.86391127741,29126.969922576427,734.8168974744585,0,0,west,0
50216.36394104222,32,1,1,114052.14981572486,14453.509447557173,640.1244187402283,0,1,west,0
49553.20433721103,50,2,1,86519.69773502614,43722.454957487054,342.03580581241624,0,0,south,0
55865.51941546552,54,5,1,107228.11816045774,15171.202291595006,652.5586256917262,0,0,north,0
74793.8947295531,68,5,1,184434.61024299453,31234.362097690744,588.3760618090574,0,1,north,0
40791.85802285733,64,1,1,28710.255563603587,48004.66731526123,300.0,0,1,north,1
83591.97971863399,57,5,1,124141.96649648888,39789.49588263141,497.369854318477,0,0,west,0
90374.9424804045,49,2,1,158648.83804251015,16397.11192427768,757.2994367045486,0,1,north,0
52291.83527252279,50,1,1,94424.12873060832,47303.55572246443,310.51414321372,0,0,west,1
67104.30160597913,34,1,1,77257.63184713168,45186.9084702151,397.95955270759686,1,0,south,1
65235.10796303873,39,2,1,140946.59142266496,25576.269876328217,625.7808402623009,0,0,east,0
70213.53184083689,43,1,1,77009.21237880352,25907.9943579877,572.3212740977059,0,1,east,0
55741.63306457527,51,2,1,108991.68101300426,39210.936023800656,580.4559462610509,0,1,west,0
69568.03703876102,34,1,1,108067.00651159823,15768.02730159448,627.6563453385832,1,1,south,0
50805.79741539623,46,1,1,63838.828417061064,46664.112560598565,356.1272285412586,0,1,north,0
67415.88768589529,52,2,1,104991.5677487204,27809.13579356845,632.8448350780725,0,1,north,0
57547.23706179138,48,5,1,65218.5342351108,40857.71209448677,361.61843254634255,1,1,south,0
74028.70319567075,52,1,1,46645.81689343732,27122.701539759797,559.2630011472639,1,1,south,0
69624.54259127405,62,4,1,158591.1319774771,24721.601692667504,645.4521942745279,1,0,east,0
50130.22867741507,60,1,1,48315.98457195195,37283.38987079884,439.78887349350447,1,1,west,1
53826.09973642985,57,5,0,108996.37872001973,23038.19669333689,592.0284197122635,0,0,north,0
55600.149521347324,24,2,1,121375.98377709989,42014.13283026541,409.0519045953235,0,1,south,0
74782.36032085733,60,1,1,140239.79985412912,37860.88547556027,582.1587976579997,1,0,west,0
54309.686540936535,49,5,0,108006.41641185305,10675.232649804064,760.3761552429552,1,1,north,1
63918.422121716176,38,1,1,140641.3582296291,46583.06991235482,387.7919242994416,0,0,south,1
57308.85069897031,22,3,1,127516.26762185722,28411.531627386037,598.123200796089,0,1,west,1
46792.014952966834,43,5,1,26545.660476741363,7057.782958984833,642.0721676505887,0,1,north,0
52060.425150297335,28,3,1,44324.54998917653,35321.14069580854,419.3181201510041,0,0,west,0
79447.37466459807,62,4,1,61887.890181348914,37412.4285526178,577.2691974536602,0,1,south,1
72165.42041492414,58,1,1,43820.698601508186,17056.092724939364,718.1920072274993,0,1,north,0
31993.79098791824,61,5,1,67362.42492822155,39187.099297538974,332.9483678760269,0,0,east,1
59254.41166550904,41,2,1,103198.86096586284,20357.294412031668,586.2264284484166,0,1,east,0
106691.99905071767,69,1,1,59285.848458133005,5520.451298358488,811.0444753428134,0,0,east,0
35464.43141386165,27,4,1,22076.260147253146,42839.47777357219,300.0,0,1,north,1
70989.5612262545,63,3,1,97489.97360832398,43063.25146517572,409.5170682410827,0,0,north,0
45733.527964859924,49,3,1,51316.39310731006,24830.984124746912,470.43700883808776,0,1,west,0
36960.497395773855,51,4,1,78934.68389209174,12255.777318355234,629.2944645462345,0,1,north,1
76386.79881625607,32,1,1,125251.12495390003,19723.20060327677,740.93252556163,0,1,east,0
59695.4443046156,59,3,1,70695.91571751787,18312.860921808104,623.0848088276808,0,1,west,0
46485.44714974348,38,2,1,34826.126471478,12170.85009551113,691.5106547909849,1,1,east,0
51676.24146598119,42,3,1,114373.24216974461,30820.431414212966,535.1103239830074,0,0,east,0
47261.146439745266,27,2,1,51395.90104110735,49960.11365932758,300.0,0,0,west,1
81044.65588496468,22,3,1,196705.39998544575,40269.51736947484,547.9635114531467,1,1,east,1
65560.39031111787,33,1,1,59615.9161880653,38571.52973319455,391.93910277290536,0,1,north,1
77411.52988294452,33,4,1,167787.99664614646,28240.523316467752,600.5677606153746,0,1,east,0
46498.40061160635,50,2,1,81690.34306357658,11615.6638972697,672.7463571796285,0,0,west,0
34721.17074019391,40,2,1,78682.94587127304,30140.04887297506,450.7528193532602,0,0,east,1
50272.074335868834,59,3,1,100689.83505572,49588.49876984113,300.0,0,0,west,0
54769.930729292464,40,5,1,48402.701429856235,43022.074221274546,361.4639758636249,0,1,south,0
59976.98248247501,28,5,1,102041.84947876746,40111.34286301404,300.0,0,1,west,0
77665.95093912454,45,3,1,100202.9635050608,35379.14612890227,600.9941601579961,0,1,west,0
73732.57738701956,31,2,1,114235.95647189725,5882.605399075053,850.0,0,1,east,0
32857.47334219083,41,4,0,31483.445796870517,24853.394420735218,476.3391999060648,0,0,north,1
98979.0458101852,53,2,1,229579.42380669978,43063.59906644526,534.6327612306941,0,0,south,1
36167.54822168592,52,4,1,39228.7804913905,43060.49431599544,300.0,0,1,north,0
42733.243128613954,50,1,1,88359.2512480014,12848.029889513959,567.2389400167224,0,0,west,0
73358.7174956984,51,2,1,133546.24348764675,47196.4214621028,419.2403615331823,1,0,south,1
97016.86825585974,25,2,0,80739.80670879189,34975.145753753386,556.6766886163123,0,0,west,0
40579.17636197469,32,4,1,83041.82871074816,28715.275036796404,519.5119072664238,0,0,west,0
60840.37876223604,60,4,1,51446.6915525917,43708.946603257784,377.12498781251554,0,0,north,0
63167.43457667467,66,5,0,135928.3973002454,10181.375733940386,719.49077764396,0,1,north,0
54383.65501640669,47,1,1,48412.16294527148,11692.773265793812,750.3489560382577,0,0,south,0
36544.9180382171,48,2,1,62045.64615846601,41435.223123379066,351.25345747825367,0,1,west,1
67991.88437774904,48,3,1,82827.04697615781,36508.59719012574,494.1637061742248,0,0,east,0
42187.19590955583,60,2,1,26845.941074927254,43312.950162798195,366.5013192065287,0,0,north,0
66033.89334872203,43,3,1,119676.10027758405,6888.538723156713,746.5349882020373,0,1,west,0
72190.41021529277,54,5,0,114906.86029884513,9469.249322396185,691.1729725059286,1,0,east,0
85631.32301919062,69,4,1,175960.9472196233,17590.1330307776,678.5742412965441,0,1,west,0
51343.36253188373,58,5,0,60170.43291596935,11158.571582923107,681.4040233132081,0,0,east,0
57561.73271045267,26,2,1,82302.5739877161,12455.706034012546,655.7539061500373,1,0,east,0
74572.25262733524,59,4,1,152112.41082109362,29881.01298700122,497.61328995793633,0,1,west,0
87474.96162374655,44,5,1,82207.85528951422,45222.62857977615,404.7144918458284,0,1,south,1
56170.27061484926,30,3,1,138216.95011155575,24250.04786374144,510.40953775753223,0,0,west,0
98500.27159219491,29,4,1,58178.03119170626,37300.123945244886,461.6192741210609,0,1,west,1
57227.574814773456,68,3,1,138731.86302021286,5879.269225723832,719.0696124767121,1,0,north,0
80637.37254352904,22,5,1,52191.3043769346,47164.59641561818,326.7778072483694,0,1,west,0
69118.84621835744,32,5,1,43942.41624433994,19430.32008045129,581.7117574310153,0,1,east,0
69177.26361670722,29,2,1,70355.94651065268,23485.755796586738,671.2424674667947,0,0,south,0
30671.418387895068,61,4,1,45926.4792487766,28491.73914453113,443.1277429403548,0,1,east,1
70639.96687812873,58,1,1,98329.58793613278,26097.979091921374,555.7012933094203,0,1,west,0
27222.47821457064,60,3,0,18596.313967007223,5031.556049857667,696.8525381491248,0,0,west,0
73130.99358222594,49,3,0,182233.08950027538,19584.97641601233,640.9118782768402,0,0,north,0
24538.426680373406,51,4,1,48578.21810019364,25216.88650794984,506.80186247243296,0,0,south,1
63492.74530803431,28,5,0,150987.28542829584,29451.628540024572,521.1850396318255,0,1,south,1
49983.07904655232,34,1,1,105536.59683803808,34218.42103519075,442.50977092082655,0,1,east,0
50711.938330534336,27,3,1,53830.04710736458,28870.317751887655,481.3247843783005,0,0,east,0
15007.229116725466,29,5,1,36335.47406159309,23573.197174173238,382.8521145515582,0,0,east,0
89025.52492404013,50,5,1,107097.74195761805,17662.866276212277,709.8065389635583,0,1,west,0
76597.195341355,57,1,1,186163.42929293364,40700.075938036156,465.69442165697484,0,0,south,1
58753.564112471475,58,4,1,77532.44687566515,28017.3459900949,538.8806287471064,0,1,north,0
62361.82826087327,47,2,1,76548.12312448856,44426.08224681621,380.84431424475895,0,0,south,1
43685.838117234234,57,4,1,39940.04012380821,40388.09755227855,366.3055518127461,0,0,north,0
79389.89954800493,26,4,1,71541.00003040841,8301.209365110371,798.6503923370612,0,1,north,0
71583.29385726409,49,2,1,69653.9792968985,13884.897648426891,607.0500800010195,0,1,north,0
80843.13810310926,22,4,1,196624.23963832302,8302.752862048277,850.0,0,1,east,0
60747.68177365117,50,5,1,63715.33741819653,17699.304683587303,552.7136281656702,0,1,south,0
73661.99234410762,21,1,1,129316.64219432737,19977.348040359524,645.4253989053566,1,0,east,0
47940.282610694216,65,2,0,38810.1113276735,41303.83249310927,351.82622834308575,0,0,east,0
58147.22364452418,69,4,1,135252.9703042074,27410.72877789697,569.8967955122592,0,1,south,0
41004.77882533557,21,3,1,86323.93295623847,41310.85825558024,339.2094413591272,1,0,west,0
79993.95575315296,57,3,1,199002.06609498733,40974.35170909051,544.0008611738203,0,1,east,0
60296.06893644503,47,4,1,128954.96565676088,48115.887849137085,309.6011821720257,1,0,west,0
37436.37241199303,69,3,0,42093.70251553401,13492.810493990984,599.189112559169,0,1,south,0
94258.46714907742,54,4,0,90879.30949834031,38915.408874517154,469.19369391323664,0,1,east,1
39312.48064069197,49,2,1,48889.87886916907,36265.328222763084,368.28328980456456,1,1,west,0
69045.1316773438,62,3,1,110036.68625537393,29224.743793750644,536.9779879119619,0,0,east,0
62070.41608060782,28,2,0,104148.66001108737,46730.75848147592,388.2063937806077,0,1,south,1
49189.85777874604,29,3,1,93288.30933944264,30582.060212107262,442.1819376682912,0,1,north,0
43401.739268251215,46,3,1,51354.1668353968,49652.9336464644,300.0,0,1,west,0
63597.799091964924,62,1,1,142029.22298173723,33436.90008475148,505.55548055529,1,1,south,1
90719.27701098332,47,4,1,78234.957319492,17776.723834932178,672.4949874622122,0,1,west,0
42777.660838134005,65,1,1,94883.92709290075,19047.998806881402,640.5084893890911,0,1,south,0
76159.64923740656,56,3,1,175119.36409409763,43178.960979022544,488.5202882662225,0,0,west,0
97798.69439647943,24,1,1,151654.2086458388,48042.81840266892,407.26737596338387,0,1,north,0
76114.28402422827,36,2,1,88269.04824963465,22210.168674678785,502.46033418462383,0,1,east,0
23187.655710020743,49,2,1,19017.605040376126,48815.099638156986,313.32832806174446,0,1,north,1
14157.476214719674,30,1,0,8858.289427097881,25038.953925053833,409.2848655024194,1,1,east,1
66790.4548084955,44,4,1,157529.5615743552,20908.14303484422,617.4583411009935,0,0,west,0
50982.26814284266,21,2,1,107634.72472617518,28395.79860552246,443.13105711994814,0,1,east,0
67343.51255593254,28,4,1,90111.87844990651,48177.65451089576,324.3390101521916,0,0,west,0
80074.90321635199,61,4,1,107764.23574448375,44586.80430360712,456.3947573516373,0,1,east,1
67051.35563309406,22,3,1,91816.89250184757,9294.197348774826,835.2427045709638,0,0,north,0
46011.31656320164,25,4,1,45095.15774436483,31862.5193263156,427.5189944656274,0,1,east,1
65608.64872027098,28,3,1,69482.68462504305,31692.898630459433,517.188684715198,0,0,east,1
56236.03563909648,28,2,1,106502.00050286246,11427.887858533657,662.8031659960942,0,1,south,0
41561.167250060345,28,4,1,70147.56788972256,44533.21659993248,300.0,0,1,south,0
40296.31185972354,58,4,0,30861.856061289564,26456.387104082547,509.9976897384749,0,1,west,0
53411.91570681109,60,2,1,48384.411119135395,47751.00051639708,343.14971628067576,0,1,north,0
38690.99582814843,38,3,1,59681.04917023999,10020.666419652325,615.9613885041708,0,0,east,1
12272.021635568679,67,3,1,28246.59796737909,11603.56156849799,602.0407259349497,0,1,north,0
53393.33315042255,41,1,1,81523.92223921735,26984.839971354108,540.3771617292704,0,1,west,0
28044.291101100927,51,4,1,41575.37393569452,41934.3753450384,309.8084490841398,0,0,north,1
96150.83446170196,39,1,1,48660.586836327486,35169.05363168927,562.9774899923348,0,1,north,0
39002.88703387567,25,4,1,59683.568897870115,47770.99701638762,300.0,0,1,east,0
56204.7497050461,68,5,1,49367.891288843355,11651.980197028966,679.7707280057239,1,1,east,0
54618.3966808629,47,1,1,125332.28106434418,24783.01701115801,597.3658838368897,0,0,west,0
28598.705243579047,24,3,1,22219.378764586516,44945.58809362615,388.44098005872877,0,0,north,0
80990.75732076672,35,1,0,77009.5038167622,32636.42583753323,493.6315750943081,0,1,north,0
60765.91717068911,38,4,1,84039.67892181108,20857.315461895283,567.2190042535353,0,0,west,1
81931.63318310126,30,1,0,80072.94308313048,33169.49658721224,621.795198728089,0,1,west,0
45001.03812890699,23,5,1,112061.56347381789,35926.662343819014,426.0799699126585,0,1,south,1
23105.562828308466,69,1,1,26497.51362100307,22623.33194503267,492.0590462845359,0,1,south,0
76998.85484240178,26,5,1,189350.81453846223,37867.664614584275,519.9939348743007,0,1,west,0
64349.622915211636,39,2,1,77511.71157552261,6534.674816063016,821.3085194226446,0,1,east,0
76196.87609172543,53,1,1,139965.13583635332,18562.149393631677,759.805261747191,1,1,west,0
69100.73076336434,63,3,1,98400.64830945959,11773.18881979588,789.3471807599155,0,1,north,0
72597.26679941862,48,2,1,78015.54041487703,13795.207921076675,781.3515101481632,0,1,east,0
76819.23601859,54,1,1,178395.13146142644,31380.216320239117,668.2857430138228,1,0,north,1
62328.25002361862,23,2,1,138095.78556154788,26930.116662718774,622.9965828170945,0,0,west,0
66303.45643619876,62,2,1,92436.40042831656,5272.723753958343,772.416110485571,0,1,south,0
29289.828438766777,40,3,1,20123.183134033843,42062.89842736253,300.0,1,1,east,1
96031.5218042298,46,3,1,127119.85773156487,43393.63501409143,444.5039690217776,0,1,south,0
22552.407185726843,63,1,1,38617.13652442662,40683.3163550236,417.0791804070953,1,0,east,1
81068.23070976412,64,1,1,103645.58248884638,27076.15102966806,566.9933181235002,1,0,north,1
37965.56048934746,35,1,1,44988.15217670264,31288.241495115017,405.9227325517724,0,1,east,1
77968.7130764389,60,2,0,88799.39654190876,23325.831505988805,585.459393850083,0,1,north,0
73388.92781980324,45,4,1,142557.9222076144,46607.096419394,346.2743673768837,1,0,east,1
19356.237662467218,33,3,1,28306.885541856835,29331.3920189607,384.7323140689505,0,0,north,1
55081.32872025044,48,1,1,59740.73928130241,35268.6542721605,455.5254384929385,0,1,west,1
47337.51481710133,45,2,0,102094.16486655339,14257.018666915907,678.4821812759011,0,1,north,0
68330.79062771573,57,3,1,133244.5253305065,8454.195590064885,850.0,1,1,west,0
42976.24230522098,38,1,1,105086.29061420792,38137.417186712344,425.14999111115077,0,0,west,1
70426.03979372239,46,5,0,88694.70623818999,19807.012171035654,717.0119895628934,0,1,east,0
39787.64569364107,48,3,0,95728.92166417421,21706.382889511053,477.3585920657406,0,0,west,0
46344.742403147,52,1,1,85224.78532923237,37660.640748267055,467.87917578945513,1,1,south,0
47725.404272572974,59,5,1,67731.38110144691,36693.010750422,405.7547170235903,1,0,north,0
89145.40351843163,28,3,0,45698.552501694445,13593.63514039208,724.4419461081924,0,1,north,1
82459.49500815231,34,1,1,87647.23864433847,9627.50009120906,703.4974174444485,1,1,north,0
50304.99768572108,23,2,1,91092.0004653961,23354.654490039975,566.2668976724608,0,0,east,0
33673.01631279552,33,5,0,22900.782738516922,22643.919362898767,507.97125821411316,1,1,west,1
53268.27311885119,47,3,1,41364.91260771889,41402.79605920992,432.0419489596774,0,0,south,0
47732.56595206471,55,3,1,91875.15316246364,20188.166649660106,656.554165284907,0,1,south,0
52048.78714799755,58,2,0,103115.37423109001,21982.542214731042,593.5491117888203,0,0,north,1
45280.8548372668,53,2,1,25595.00786396158,39917.88219876537,331.77902942090776,0,1,east,1
27721.127537589924,29,3,1,52540.319111983816,33283.015988046245,455.80978685964817,1,1,east,1
60915.238609758744,29,1,0,77342.78930692431,31052.884853151732,487.3319211109283,0,1,east,0
16751.26343402906,34,5,0,24807.86271391403,38797.056964841875,334.9813887147184,0,1,east,1
55301.31668878128,24,4,1,36548.72652604804,17178.67369218165,570.941528195152,1,0,north,1
56962.420701113515,61,4,1,81382.12292157976,16354.021317567947,638.9199049629078,0,1,south,0
51826.567212402726,35,4,1,116395.37130775776,44602.481472633204,404.4982647358045,0,0,west,0
78570.00568992217,63,4,1,71409.1015378948,42467.12544799535,476.6087831578949,1,0,east,1
53334.60624673141,26,2,1,30037.595813428386,37485.218264660696,407.6462342953295,0,0,east,0
57086.02799118808,60,4,1,81807.10685832723,39355.13373571088,447.5166063335785,0,0,east,0
59757.70413634929,65,1,1,98026.13882275736,33794.4534490192,456.30199007285285,0,1,east,1
66141.81544920706,39,1,1,77735.79476542024,45818.569920487,300.0,0,0,east,0
63971.668185017865,67,3,1,50862.74922234602,44968.427379517314,389.0587086605321,0,1,south,1
77640.89659446855,46,2,0,157589.16900340113,47184.6465494064,360.0546890602149,0,0,south,0
77007.73676776141,51,4,1,159800.82822182344,43276.05272054282,406.95400227919276,1,1,north,0
43010.8140772458,48,3,1,60011.40509163796,16132.283280579635,582.1208660226928,1,1,north,0
82449.9048465572,49,2,0,103469.20846134673,42458.935226040645,397.63545821591174,1,0,south,0
42746.489307069816,25,3,1,58904.753851269576,38673.05474151981,362.24937501558554,1,0,south,1
29816.969075076915,62,3,1,19466.751845488212,12845.758746044485,636.0776405863414,0,0,south,1
68527.93903716737,60,1,1,44278.80876922109,17839.822275475966,653.5920689986716,0,1,east,0
35250.16561627689,42,3,1,19907.794111032395,21448.095944659523,563.7006587811579,1,1,east,1
58444.80921844961,54,3,1,97801.06812748281,36728.8505273714,413.15258206456963,1,1,south,0
41790.544912217505,47,3,1,66179.48360131416,33469.94278720491,437.6393784587311,0,1,west,0
63895.70345139932,68,4,0,36341.66704420228,30784.290101057486,500.6584532377558,1,0,east,0
51266.535549655906,64,2,1,125959.30609963815,30581.125281512315,470.05054319728663,0,0,south,0
81039.10659845077,46,4,1,198206.2983310365,37673.08544534331,526.9108583804391,1,1,south,0
60477.63725127942,59,2,1,127816.43430766056,31685.299122147706,562.8238943161557,0,0,east,0
75313.72980164955,29,4,1,162523.80347628857,46087.827451767975,382.4014964714792,1,0,west,1
62150.25057282034,64,1,1,55177.128559877834,26535.570135497775,492.8805813667983,0,1,west,0
61253.7252835132,23,5,1,62440.65940694212,27743.740442264094,502.12461291363365,1,0,south,0
69637.0053327656,29,1,1,169452.4746838677,30017.650362685938,597.880352792983,0,0,south,0
57061.43214542914,34,2,1,47289.88833993038,37738.22830250986,413.95163134318574,0,1,west,0
26676.376865783,42,2,1,18986.89080865917,8155.628323891287,712.9609640109834,0,1,east,0
49682.59817065631,40,3,0,34225.87291392887,48129.80288324,300.0,0,1,west,1
72582.01076087586,42,5,1,118747.67513261405,30206.538249443733,548.4393401084717,0,1,west,1
38220.282200484944,33,2,1,24356.52545425845,17257.36190417849,554.1771793214467,0,1,south,0
57060.78727897593,64,5,1,58023.034837708736,12451.21377366698,696.7180682006657,0,1,west,0
35606.99599839711,46,4,1,20089.150878499036,17037.735827438555,520.2154740744475,1,0,north,1
54136.97927552745,60,4,0,90087.49763999587,7464.519444184261,702.002771843543,0,1,east,0
6874.24521281667,65,2,1,7327.903577326887,28377.87113446678,327.90379979456,0,1,north,1
24837.22133725146,36,3,1,55904.29677094912,10534.207199091203,686.4202339455067,0,1,south,0
56444.958235419406,54,3,1,39446.4437871679,30684.0313891456,492.2944221511898,0,0,west,1
64040.655149812424,64,5,1,58637.9271740116,5267.881149507739,762.9087891690194,0,0,east,0
70851.59507633874,42,3,1,91163.43475216613,49579.006609664415,314.40125802224713,1,1,south,0
61917.47952555061,30,3,1,54954.29406731789,13131.859308754967,703.3165551944894,1,0,south,0
80879.74386180958,24,4,1,160499.6279295136,26966.746420087227,567.7387790534393,0,0,east,0
51612.21645400582,53,3,1,69437.33815587478,30268.78650836159,401.4867686774707,0,0,north,1
47732.531761112186,69,4,0,88155.41005537528,5147.255602093414,690.9254355310673,1,0,east,0
101650.28929328718,24,3,1,237240.21430194794,48491.85269417271,511.1428768317518,0,0,west,1
34874.04616166308,51,3,0,78730.79025173634,47313.7264869116,300.0,1,0,south,1
73822.28051416986,67,3,0,107489.32465685012,7858.353179968799,779.6666630411671,0,0,south,0
86966.16133809282,65,1,1,161689.0624667276,19685.658636506072,745.384656953886,0,0,north,0
57175.332031598104,23,2,1,56838.34085670622,38334.29734062227,374.33079390356636,0,0,south,1
81997.4690084203,69,3,1,141298.6060596291,48290.333054124625,442.344324348541,1,1,south,1
32875.30914148754,33,2,1,58126.59764667941,33444.741744072046,456.4264758342682,1,1,east,0
77193.78825777219,34,1,1,164811.11755293302,36947.623209699974,541.5801198582751,0,1,west,0
47567.63696798047,35,3,1,79465.40621492716,21226.37004926644,570.7474275164627,0,1,east,0
80898.39448197474,61,2,1,75948.3674984018,25562.679371259128,605.6840502971515,0,1,north,1
80322.38277788159,53,5,1,85337.51102351336,18818.003903281213,610.6092428049418,0,1,west,0
34326.36562628719,41,1,1,46372.37900789449,34793.14820588939,396.8478084714945,0,1,south,0
103318.86522996545,61,1,1,230196.23445613583,23678.233198953898,823.740387509833,0,1,south,0
77516.82451267228,63,4,1,183134.09794366715,6639.7778624177445,850.0,0,1,north,0
62361.29854346372,27,2,1,52062.260767702974,44158.73877262998,303.8217099861576,0,1,east,0
36855.61933000382,36,4,0,35692.52237946303,43247.236449522694,300.0,0,0,north,1
65573.6963968247,55,1,1,76263.69667889776,31600.817678629897,471.34366900176593,1,0,west,1
70757.54673089858,59,1,1,112569.13795989378,25998.397734774822,616.9914215259716,0,1,south,0
